"id","title","description","category","organization","location","time_commitment","starts_at","ends_at","latitude","longitude","is_active","tags","image_url","source_url","created_at","updated_at"
"583","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Rennes","Hebdomadaire","","","48.111312","-1.65532","false","impact, débutant, réseau","","","2025-10-19T06:37:35Z","2025-10-19T06:37:35Z"
"584","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Lille","Ponctuel","","","50.640885","3.054865","false","impact, convivial, débutant","","","2025-10-19T06:37:35Z","2025-10-21T06:39:15Z"
"585","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Paris","Ponctuel","","","48.863281","2.359521","false","réseau, débutant, convivial","","","2025-10-19T07:57:50Z","2025-10-21T07:46:51Z"
"586","Balade urbaine solidaire","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Balade urbaine solidaire** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Fab City","Paris","Ponctuel (2–3 h)","","","48.849324","2.354335","false","convivial, impact, réseau","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-19T07:57:50Z","2025-10-29T09:49:02Z"
"587","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Lyon","1–2 h","","","45.750674","4.85395","false","réseau, impact, accueil","","","2025-10-19T07:57:50Z","2025-10-19T07:57:50Z"
"588","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Lyon","1–2 h","","","45.758391","4.817341","false","réseau, convivial, débutant","","","2025-10-19T07:57:50Z","2025-10-19T07:57:50Z"
"589","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Rennes","Hebdomadaire","","","48.106403","-1.673151","false","impact, réseau, débutant","","","2025-10-19T07:57:50Z","2025-10-19T07:57:50Z"
"590","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Lille","2–4 h","","","50.620575","3.081648","false","débutant, réseau, impact","","","2025-10-19T07:57:50Z","2025-10-19T07:57:50Z"
"591","Starter Design Thinking","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Starter Design Thinking** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Collectif Zéro Déchet","Paris","Samedi 9:30–12:30","","","48.862207","2.37043","false","débutant, convivial, accueil","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-10-19T13:19:00Z","2025-10-28T08:08:44Z"
"592","Club entrepreneurs à impact","![Illustration](https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Club entrepreneurs à impact** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","entreprendre","Pôle Asso","Paris","Mensuel (soirée)","","","48.873292","2.340606","false","convivial, réseau, débutant","https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop","","2025-10-19T13:19:00Z","2025-10-29T09:49:02Z"
"593","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Lille","1–2 h","","","50.646087","3.067112","false","débutant, convivial, impact","","","2025-10-19T13:19:00Z","2025-10-19T13:19:00Z"
"594","Formation outils collaboratifs","💡 Formation outils collaboratifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Pôle Asso","Paris","1–2 h","","","48.87906","2.348389","false","impact, convivial, accueil","","","2025-10-19T14:24:56Z","2025-10-19T18:28:39Z"
"595","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Bibliothèque Solidaire","Lyon","Hebdomadaire","","","45.773695","4.811691","false","accueil, impact, convivial","","","2025-10-19T14:24:56Z","2025-10-21T07:46:51Z"
"596","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Bibliothèque Solidaire","Lille","Mensuel","","","50.644407","3.037312","false","réseau, convivial, débutant","","","2025-10-19T14:24:56Z","2025-10-19T14:24:56Z"
"597","Mentorat entrepreneur·e","![Illustration](https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Mentorat entrepreneur·e** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","entreprendre","Restos du Cœur","Paris","Ponctuel (2–3 h)","","","48.862168","2.379938","false","réseau, accueil, impact","https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop","","2025-10-19T14:26:23Z","2025-10-28T08:08:44Z"
"598","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Rennes","2–4 h","","","48.102343","-1.710246","false","débutant, convivial, réseau","","","2025-10-19T14:26:23Z","2025-10-19T14:26:23Z"
"599","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Rennes","1–2 h","","","48.102847","-1.678557","false","débutant, réseau, accueil","","","2025-10-19T14:26:23Z","2025-10-19T14:26:23Z"
"600","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Lille","2–4 h","","","50.620415","3.078321","false","débutant, accueil, impact","","","2025-10-19T14:26:23Z","2025-10-19T14:26:23Z"
"601","Soirée jeux coopératifs","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Soirée jeux coopératifs** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Cycle **novembre–décembre 2025**, horaires communiqués après inscription

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Le Wagon","Paris","Jeudi 14:00–17:00","","","48.856564","2.34848","false","convivial, réseau, débutant","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-19T18:28:39Z","2025-10-29T08:05:21Z"
"602","Atelier finance d'amorçage","💡 Atelier finance d'amorçage. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Latitudes","Paris","Mensuel","","","48.835276","2.365972","false","accueil, débutant, convivial","","","2025-10-19T18:28:39Z","2025-10-19T19:27:05Z"
"603","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Collectif Zéro Déchet","Rennes","Hebdomadaire","","","48.095688","-1.649613","false","débutant, accueil, réseau","","","2025-10-19T18:28:40Z","2025-10-19T18:28:40Z"
"604","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Rennes","2–4 h","","","48.11636","-1.697531","false","débutant, accueil, impact","","","2025-10-19T18:28:40Z","2025-10-19T18:28:40Z"
"605","Jardin partagé - coup de main","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Jardin partagé - coup de main** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Prochaine session : **jeudi 13 novembre 2025, 14:00–17:00**

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Tiers-Lieu Citoyen","Paris","Ponctuel (2–3 h)","","","48.847529","2.37659","false","accueil, débutant, convivial","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-19T19:15:09Z","2025-10-29T08:27:44Z"
"606","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Tiers-Lieu Citoyen","Lyon","Mensuel","","","45.771924","4.834831","false","impact, réseau, accueil","","","2025-10-19T19:15:09Z","2025-10-19T19:15:09Z"
"607","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Rennes","2–4 h","","","48.128761","-1.660986","false","accueil, réseau, débutant","","","2025-10-19T19:15:09Z","2025-10-19T19:15:09Z"
"608","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Collectif Zéro Déchet","Rennes","2–4 h","","","48.105716","-1.663823","false","accueil, convivial, débutant","","","2025-10-19T19:15:09Z","2025-10-19T19:15:09Z"
"609","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Lille","1–2 h","","","50.614253","3.067708","false","débutant, impact, convivial","","","2025-10-19T19:15:09Z","2025-10-23T08:09:12Z"
"610","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Paris","Mensuel","","","48.854134","2.323604","false","accueil, réseau, débutant","","","2025-10-19T19:27:05Z","2025-10-19T19:27:05Z"
"611","Sprint produit (2h)","💡 Sprint produit (2h). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Simplon","Paris","Ponctuel","","","48.877378","2.378515","false","débutant, convivial, réseau","","","2025-10-19T19:27:05Z","2025-10-19T19:27:05Z"
"612","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Collectif Zéro Déchet","Lyon","2–4 h","","","45.785022","4.854682","false","impact, convivial, réseau","","","2025-10-19T19:27:05Z","2025-10-19T19:27:05Z"
"613","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Rennes","Hebdomadaire","","","48.110789","-1.658893","false","débutant, convivial, accueil","","","2025-10-19T19:27:05Z","2025-10-19T19:27:05Z"
"614","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Bibliothèque Solidaire","Rennes","Ponctuel","","","48.101815","-1.69313","false","impact, réseau, convivial","","","2025-10-19T19:27:05Z","2025-10-19T19:27:05Z"
"615","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Lille","1–2 h","","","50.624617","3.027566","false","réseau, débutant, convivial","","","2025-10-19T19:27:05Z","2025-10-19T19:27:05Z"
"616","Club entrepreneurs à impact","💡 Club entrepreneurs à impact. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Tiers-Lieu Citoyen","Paris","2–4 h","","","48.868301","2.359499","false","impact, réseau, débutant","","","2025-10-21T05:19:36Z","2025-10-21T05:19:36Z"
"617","Café-rencontre bienveillance","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Café-rencontre bienveillance** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Réseau Entourage","Rennes","Mardi 18:30–20:00","","","48.106688","-1.68202","false","accueil, convivial, impact","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-21T05:19:36Z","2025-10-28T08:08:44Z"
